CID,SMILES,solubility_mean,solubility
719260,CC1=CC(=NC(=N1)C2=CC=CC=C2O)NC3=CC=CC=C3Cl,1.3,low
1353745,CC1=CC=C(C=C1)C2=CSC(=C2C(=O)O)NC(=O)C3=CC=CC=C3Cl,55.8,moderate
719251,CC1=CC(=NC(=N1)C2=CC=CC=C2O)NC3=CC(=CC=C3)Cl,0.6,low
23602796,COCCNC(=O)C1=CC2=C(S1)C3=C(C=C(C=C3)Cl)SC2,4.5,low
23604754,CC1=NN2C(=C(C=NC2=C1C3=CC=CC=C3OC)C4=CC=CC=C4)N,2,low
4207388,CC1=CC=C(C=C1)CSCC2=CC=C(O2)C(=O)NCCC(C)C,2.2,low
2177821,C1=CC=C(C=C1)NC(=O)NCCSCC2=C(C=CC=C2Cl)F,2.5,low
579516,COC(=O)C1=C(C=CS1)NC(=O)C2=CC=CC=C2F,1,low
2085389,CC(=O)C1=CC=C(C=C1)N2CCN(CC2)CC3=NC4=CC=CC=C4N3,29.8,moderate
7183993,CC1=CC(=NC(=O)N1)SCC2=CC(=CC=C2)[N+](=O)[O-],35.3,moderate
5025739,C1CN(CCN1CC2=NC3=CC=CC=C3N2)C4=CC=CC=N4,41.3,moderate
5159937,CC1=CC=CC=C1N2C(=C3CSCC3=N2)NC(=O)C,26.6,moderate
18567278,CN1C2=NC=CC(=C2C(=O)N(C1=O)CC3=CC=CC=C3Cl)OC,36,moderate
4051304,CCC(=O)NC1=C2CSCC2=NN1C3=CC=CC=C3,29.8,moderate
4162844,C1C2=C(N(N=C2CS1)C3=CC=CC=C3)NC(=O)CBr,40.3,moderate
4099247,COC1=CC=C(C=C1)N2C(=C3CSCC3=N2)NC(=O)CCCCl,40.3,moderate
4066523,CCC(=O)NC1=C2CS(=O)(=O)CC2=NN1C3=CC(=CC=C3)Cl,45,moderate
16456797,CC(CNC1=NC(=C2C=NN(C2=N1)C)NCC3=CC=CC=C3)O,43.3,moderate
7216348,CN1C2=NC(=NC(=C2C=N1)NCC3=CC=CC=C3)N(C)CCO,38,moderate
18573842,C1=CC=C(C=C1)C2=CN3C(=N2)C=CC(=N3)SCC#N,2.8,low
7183873,CC1=CC(=NC(=O)N1)SCC2=CC=C(C=C2)F,22.1,moderate
7207506,CC1=C(SC(=N1)C)C2=NN=C(C=C2)SCC3=CC(=CC=C3)F,0.7,low
3887388,CCOC1=CC=CC=C1N=NC2=C(NN(C2=O)C(=S)N)C,0.4,low
3570554,CCOC(=O)CSC1=NN=C(S1)NC(=O)C2=CC=CO2,45.1,moderate
9619590,C1=CC=C2C(=C1)C=C(C(=O)O2)C(=O)OC3=CC=CC=C3/C=N/NC(=S)N,1.3,low
16822716,CC1=CC=C(C=C1)CSC2=C(C=NC(=O)N2)C,11,moderate
16822714,CC1=C(NC(=O)N=C1)SCC2=CC=CC=C2F,37.5,moderate
16822733,CC1=C(NC(=O)N=C1)SCC2=CC(=CC=C2)[N+](=O)[O-],5.6,low
13088271,CC1=C(NC(=O)N=C1)SCC2=CC=C(C=C2)[N+](=O)[O-],22.1,moderate
7184010,CC1=CC(=NC(=O)N1)SCC2=CC(=CC=C2)Cl,39.9,moderate
4617240,CC1=CC=CC=C1N2C(=C3CS(=O)CC3=N2)NC(=O)C,43.4,moderate
7526261,CC(C)(C)CC(=O)NC1=CC2=C3C(=C1)CCN3C(=O)CC2,43,moderate
18577959,C1CC(=O)N2CCC3=CC(=CC1=C32)NC(=O)C(=O)NCCCO,47.6,moderate
4794330,C1=CC(=CN=C1)C2=NC(=CS2)C3=CC(=C(C=C3)O)C(=O)N,5.2,low
22514526,CCC1=NN(C(=O)C2=CC=CN21)CC(=O)N3CC(CC(C3)C)C,46.8,moderate
22514504,CC1=NN(C(=O)C2=CC=CN12)CC(=O)NC3CCCCC3,43.3,moderate
22514518,CCC1=NN(C(=O)C2=CC=CN21)CC(=O)N3CCC(CC3)C,45.4,moderate
2388124,COC1=CC=C(C=C1)OCC(=O)NC2=NC3=C(S2)CCCC3,14.3,moderate
135693208,C1COCCN1C(=O)CN2C(=O)C3=C(C=N2)C4=CC=CC=C4N3,46.8,moderate
20908487,C1=CC2=C(N=C1)N=C(N2)SCC(=O)NCC3=CC=CO3,43.2,moderate
135594431,C1=CC(=CC=C1N=NC2=C(NC3=C2C=C(C=C3)F)O)[N+](=O)[O-],0.3,low
724673,CCC1=CC=CC=C1OCC(=O)NC2=CC3=C(C=C2)OCCO3,15.9,moderate
6487686,CC(C)(C)NC1=NC(=CS1)C2=CC3=C(C=C2)N(CC3)C(=O)C4CC4,5.4,low
3804731,CC(C)(C)C1=NN(C(=C1[N+](=O)[O-])C(=O)N2CCCCCC2)C,43,moderate
24817434,CCCCC1=NC2=C(O1)C=CC(=C2)C(=O)NCC3=NN(C(=C3)C)C,44.8,moderate
16558533,CN(C1=CC=CC=C1)C(=O)C2=CC=CC=C2OCC3=CC=C(C=C3)Cl,10.7,moderate
17584318,C1=CC(=CC=C1NC(=O)C2=CC3=C(C=C2)NC(=O)C(=O)N3)F,44.9,moderate
6470857,CCC(C)C1=CC=C(C=C1)NC(=O)NC2=CN=CC=C2,33.2,moderate
24819545,COC1=CC=CC=C1C(=O)C2CCCN(C2)C(=O)C3=CC=CO3,47,moderate
917180,CC1=CC(=NN1C(=O)CNC(=O)C2=CC=C(C=C2)C(C)(C)C)C,3.6,low
3446,C1CCC(CC1)(CC(=O)O)CN,25.7,moderate
2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,1.4,low
107838,C1CNCC2=C1C3=CC=CC=C3N2,25.8,moderate
33613,CC1([C@@H](N2[C@H](S1)[C@@H](C2=O)NC(=O)[C@@H](C3=CC=C(C=C3)O)N)C(=O)O)C,10.7,moderate
2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,44.4,moderate
6604200,C1C(=O)NC(=O)N1/N=C/C2=CC=C(O2)[N+](=O)[O-],35.7,moderate
27833,CCOC1C=CC2=CC=CC=C2N1C(=O)OCC,8,low
74143,CC1=CSC(=N1)N,10.8,moderate
68628,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,36.1,moderate
2818457,C1CN(CCN1)C2=NC=CC=N2.Cl,35.6,moderate
2331,C1=CC=C(C=C1)C(=O)N,18.2,moderate
5355,CCN1CCCC1CNC(=O)C2=C(C=CC(=C2)S(=O)(=O)N)OC,51.2,moderate
6506779,CN(C)CCOC(C1=CC=C(C=C1)Cl)C2=CC=CC=N2.C(=C/C(=O)O)\C(=O)O,61,high
6419987,CC(C(C1=CC=C(C=C1)O)O)N2CCC(CC2)CC3=CC=CC=C3.C(C(C(=O)O)O)(C(=O)O)O,71.3,high
2850102,CC1=C(C=CC(=C1)[N+](=O)[O-])NCC2=CC=C(C=C2)OC,2.1,low
135472781,CC1=CC(=NC2=C1C(=CC=C2)O)NC3=CC(=CC(=C3)C(=O)OC)C(=O)OC,0.4,low
7217414,COC1=C(C=C(C=C1)Cl)NC(=O)C2(CCOCC2)C3=CC=CS3,21.7,moderate
65681,CC(C)CN1C=NC2=C1C(=O)N(C(=O)N2C)C,35.4,moderate
2031826,CC1=CC(=C(C(=C1)C2=NNC(=C2)C(=O)NCC3=CC=C(C=C3)OC)O)C,0.3,low
5424189,C1CC2=C(C1)SC(=C2C(=O)O)NC(=O)/C=C/C3=CC=CC=C3,47,moderate
5342699,CC(C)C1=CC=C(C=C1)/C=N/N2CCN(CC2)C3=CC=CC=N3,1.3,low
2742277,CC1=CC=CC=C1C(=O)NC2=CC(=NN2C)C3=C(OC(=C3)C(C)(C)C)C,6,low
2816104,CC1=CC(=NC2=C1C3=C(S2)C(=NC=N3)N4CCCCC4)C,0.2,low
16219989,C(CCNCCCN)CN.Cl,16.4,moderate
167628,C(CSSCCN)N.Cl,31.6,moderate
54705095,CCO.C[C@@H]1[C@H]2[C@@H]([C@H]3[C@@H](C(=O)C(=C([C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)O)C(=O)N)N(C)C)O.O.Cl,76.9,high
4398,C1=CC=C(C=C1)CCNC2=C3C(=NC=N2)N(C=N3)C4C(C(C(O4)CO)O)O,55.7,moderate
147514,C1CNCC(C2=CC(=C(C=C21)O)O)C3=CC=CC=C3.Cl,43.8,moderate
5087,CCCCOC1=C(C=CC(=C1)CC2CNC(=O)N2)OC,41.8,moderate
4687,CN1C=NC2=C1C(=O)N(C(=O)N2)C,27,moderate
1917,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3CCCC3,37.2,moderate
18528136,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)C3=CC=C(C=C3)S(=O)(=O)O.O,53.2,moderate
23681233,CCCCCN(CCCCC)C(=O)C(CCC(=O)[O-])NC(=O)C1=CC(=C(C=C1)Cl)Cl.[Na+],72.2,high
23640919,C1=CC(=CC(=C1)CCSC(=N)N)CCSC(=N)N.Br,66.6,high
6604100,C1C(=NC(=O)N1/N=C/C2=CC=C(O2)C3=CC=C(C=C3)[N+](=O)[O-])[O-].[Na+],18.4,moderate
2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,34.8,moderate
1826,C1=CC2=C(C=C1O)C(=CN2)CC(=O)O,28.7,moderate
86470,CNCCC1=CC(=C(C=C1)O)O.Cl,17.2,moderate
47491,CC1=NC(=NC(=N1)OC)NC(=O)NS(=O)(=O)C2=CC=CC=C2Cl,53.7,moderate
6253,C1=CN(C(=O)N=C1N)[C@H]2[C@H]([C@@H]([C@H](O2)CO)O)O,36.5,moderate
8975,C1=NC2=C(N=C(N=C2N1[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O)F)N,42.8,moderate
12355689,C1CN=CC2=C1C3=CC=CC=C3N2.OCl(=O)(=O)=O,40.6,moderate
9561046,C1=CC(=CN=C1)/C=N/NC2=CC=C(C=C2)[N+](=O)[O-],2.3,low
6254652,CN1C(=C(C(=O)N(C1=O)C)[N+](=O)[O-])/C=C/C2=CC(=CC=C2)[N+](=O)[O-],48.6,moderate
1990,CC(=O)NO,0.2,low
2834213,CC(=O)O.CN1CCCC(C1)CN2C3=CC=CC=C3SC4=CC=CC=C42,55.6,moderate
4895967,CC1=C(N(C2=NC=NC(=C12)NC3=CC=CC=C3OC)CCO)C,15.4,moderate
65944,C1CC(=O)N[C@@H]1C(=O)N2CSC[C@H]2C(=O)O,36.6,moderate
65981,CCOC1=C(C=CC(=C1)CC(=O)N[C@@H](CC(C)C)C2=CC=CC=C2N3CCCCC3)C(=O)O,67.9,high
5362129,CCOC(=O)[C@H](CCC1=CC=CC=C1)N[C@@H](C)C(=O)N2[C@H]3CCC[C@H]3C[C@H]2C(=O)O,62.5,high
68617,CN[C@H]1CC[C@H](C2=CC=CC=C12)C3=CC(=C(C=C3)Cl)Cl,45.9,moderate
5002,C1CN(CCN1CCOCCO)C2=NC3=CC=CC=C3SC4=CC=CC=C42,49.4,moderate
4449,CCC1=NN(C(=O)N1CCOC2=CC=CC=C2)CCCN3CCN(CC3)C4=CC(=CC=C4)Cl,32.6,moderate
3638695,CC1=NN2C(=CC=NC2=C1Br)C3=CC=C(C=C3)F,2.8,low
24761429,CC1=CC(=CC(=C1OCCN2C=CN=C2)C)Cl.Cl,43.1,moderate
2741245,CC1=NC=C2CSC3=C(C2=N1)C=C(C=C3)F,28.9,moderate
9649118,C/C(=N\NC(=O)C1CC1)/C2=CC=C(C=C2)C(C)(C)C,2.3,low
24819764,CC(C1=CC2=C(C=C1)OCO2)NC(=O)NC3=CC=C(C=C3)Cl,2.8,low
4868821,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCC4=CC(=C(C=C4C3)OC)OC)C,6.9,low
2786,CCCC1CC(N(C1)C)C(=O)NC(C2C(C(C(C(O2)SC)O)O)O)C(C)Cl,63.7,high
19646,C1=CSC(=C1)C(=O)NC2=NC=C(S2)[N+](=O)[O-],37.2,moderate
5807,CC(C)NCC(C1=CC(=C(C=C1)O)O)O.Cl,37.2,moderate
2165,CCN(CC)CC1=C(C=CC(=C1)NC2=C3C=CC(=CC3=NC=C2)Cl)O,24.9,moderate
1548953,CCN(CC)CCOC1=CC=C(C=C1)/C(=C(\C2=CC=CC=C2)/Cl)/C3=CC=CC=C3,1.5,low
637,C1C(C(OC1N2C=CC(=NC2=O)N)CO)O,34.1,moderate
135400471,C1=CC=C(C(=C1)/C=N/NC(=O)C2=CC=NC=C2)O,36.2,moderate
4066,C1CN2CCC1C(C2)CN3C4=CC=CC=C4SC5=CC=CC=C53,48.4,moderate
18343,C[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=C(C(=O)NC2=O)F)O)O,36.9,moderate
5970,C[N+](C)(C)CC(CC(=O)O)O.[Cl-],29.6,moderate
87972,CN1CC(=O)N=C1N.Cl,22.4,moderate
10140115,C1CN(CCN1CC/C=C\2/C3=CC=CC=C3SC4=C2C=C(C=C4)C(F)(F)F)CCO.Cl,60.1,high
137,C(CC(=O)O)C(=O)CN,18.6,moderate
91499,CN1CCN(CC1)CCCN2C3=CC=CC=C3SC4=C2C=C(C=C4)Cl.C(CS(=O)(=O)O)S(=O)(=O)O,73.3,high
5284373,CC[C@H]1C(=O)N(CC(=O)N([C@H](C(=O)N[C@H](C(=O)N([C@H](C(=O)N[C@H](C(=O)N[C@@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N([C@H](C(=O)N1)[C@@H]([C@H](C)C/C=C/C)O)C)C(C)C)C)CC(C)C)C)CC(C)C)C)C)C)CC(C)C)C)C(C)C)CC(C)C)C)C,27,moderate
4411,CC(C)(C)NCC(COC1=CC=CC2=C1CC(C(C2)O)O)O,46.4,moderate
3870203,C1=C(C=C(C(=C1[N+](=O)[O-])O)O)[N+](=O)[O-],30,moderate
25162921,CC1([C@@H]2CC[C@@H](C2)C1(C)NC)C.Cl,30.6,moderate
25162925,C1=CC(=C[N+](=C1)[C@@H]2[C@H]([C@H]([C@@H](O2)COP(=O)([O-])OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C(N=CN=C54)N)O)O)O)O)C(=O)N,99.5,high
1201546,C1C(=O)NC(=S)S1,20,moderate
94473,C1=CC=C(C(=C1)C(=O)NC2=NC=NN2)O,26,moderate
2887106,C1CCC2=C(CC1)SC(=C2C#N)NC(=O)CCC(=O)O,43.9,moderate
160818,C1=CC=C2C=C(C=CC2=C1)N(CCO)CCO,34.7,moderate
4407879,C1CCCC(CC1)NC(=O)C2=CC=CNC2=S,37.6,moderate
4114048,CN(C1CCCC1)C2CCN(CC2)C(=S)NC3=CC(=CC=C3)SC,54.5,moderate
4522346,CC1=CC(=C(C(=C1)C)NC(=S)NCCCSC2CCCCC2)C,6.1,low
135433193,C1=CC=C(C(=C1)N2C(=O)C3=C(NC2=S)NN=C3)Cl,27.2,moderate
135433236,CCCCC(=O)N/N=C/C1=C(N(C(=S)NC1=O)CC=C)O,45.7,moderate
2442215,COC1=C(C=C(C=C1)CC2=NNC(=S)N2N)OC,39.9,moderate
2210524,CC(C)(C(=O)NNC(=S)NCC1=CC=CO1)O,38.6,moderate
2935550,CCC(C)NCCOC1=CC(=CC(=C1C)C)C.C(=O)(C(=O)O)O,35.1,moderate
1258368,CN1C2=C(N=C1NNC(=O)C(F)(F)F)N(C(=O)N(C2=O)C)C,48,moderate
2239323,C1CC(=O)N(C1)CCCNC(=S)NC2=CC(=C(C=C2)F)Cl,49.5,moderate
971985,CC1=C(N=CC=C1)NC(=S)NC2=C(C=C(C=C2)F)F,8,low
7100780,C1=CC=C(C=C1)C(=O)NC2=NN=C(O2)C3=CC=NC=C3,39.9,moderate
2765774,C1(=C(C(=C(C(=C1F)F)F)F)F)NNC(=S)N,37,moderate
4616056,CC1=CC(=C(C=C1Cl)OC)NC(=S)NN,22.4,moderate
3780247,C1=CC2=C(C=CN=C2C=C1Cl)NNC(=S)N,29.5,moderate
2535004,CCN(CC)C(=O)C1=C(NC(=S)C(=C1C2=CC=CO2)C#N)C,47.3,moderate
4112978,CC1=NN(C(=C1)NC(=O)CC#N)C2=NC3=CC=CC=C3N2,0.7,low
948415,C1CCCCCC(=NNC2=NNN=N2)CCCCC1,9.4,low
135825094,COC(=O)C/C=N/N=C\1/NC(=O)/C(=C/C(=O)OC)/S1,38.2,moderate
913181,CCSS(=O)(=O)C1=CC=CC2=C1N=CC=C2,38,moderate
9596913,C/C(=N\NC(=S)N)/CC1CC(OC1=O)(C)C,36.5,moderate
913226,CSS(=O)(=O)C1=CC=CC2=C1N=CC=C2,35.9,moderate
2543144,C1=CC=C2C(=C1)C(=NC=N2)NNC(=O)/C=C/C(=O)O,37.8,moderate
135635704,CCOC(=O)C1=C(SC2=C1CCN(C2)C)/N=C/C3=C(C=C(C=C3)OC)O,37,moderate
135759036,C1C(=O)N/C(=N/NC(=O)C2=CC=CC=C2)/S1,35.3,moderate
617439,C1=CC(=CC=C1NC2=NN=C(C=C2)Cl)Cl,9,low
1979036,C1=CC=C(C=C1)CC(=O)NNC(=S)NC(=O)C2=CN=CC=C2,47.2,moderate
2318428,CCOC(=O)C1=CC(=C(NC1=O)SCC(=O)N)C#N,42.2,moderate
5342833,CN1C2=C(C(=O)N(C1=O)C)NC(=N2)N/N=C(/C#N)\C(=O)N,14,moderate
135628898,C1=CC=NC(=C1)/C=N/N=C/2\NC(=O)C(S2)CC(=O)O,41.7,moderate
6884592,C1=CC=NC(=C1)/C=N/NC(=O)CN2C(=NN=N2)N,31.8,moderate
2727521,CC1=CC(=C(C(=O)N1NC(=S)NC2CCCC2)C#N)C,39.4,moderate
2731067,CCNC(=S)NNC1=CC=CC=C1,20.5,moderate
2745168,COCC1=C(C=C(C(=S)N1)C#N)C(=O)OC,27.9,moderate
2731723,C1=CC=C2C=C3C(=CC2=C1)C(=CC(=N3)C4=CC=CO4)C(=O)O,43.4,moderate
9580416,C1=CC=C(C=C1)NC(=O)N/N=C(/C2=CC=CC=N2)\N,5.6,low
2814075,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)NC(=O)NC3=C(C=C(C=C3)F)F)O,1.1,low
23723100,CCCCOC1=C(C=C(C=C1Br)CNCCCN2CCOCC2)OC.Cl,60.9,high
976107,CC1=C(C=C(C=C1)C(C)C)OCCN2C=NC=N2,8.8,low
2970191,CC1=CC=C(C=C1)CNC(=O)CSC2=NC(=NS2)SC,11.8,moderate
2935814,CC1=NC=CN1CCOC2=CC=C(C=C2)Cl.C(=O)(C(=O)O)O,45,moderate
1317705,C1=CC=C(C(=C1)NC(=S)NC(=O)C2=CC(=CN=C2)Br)Cl,1.2,low
867238,CCC1=CC=C(C=C1)OCCN2C=CN=C2,19.7,moderate
2847300,C1=CC(=CC(=C1)Cl)OCCN2C=CN=C2.Cl,38.9,moderate
786178,COC1=CC=C(C=C1)C2=C(C(=O)ON2)N=NC3=CC=C(C=C3)OC,0.7,low
2847188,C1COCCN1CCOC2=CC=CC=C2Br.C(=O)(C(=O)O)O,56.4,moderate
2846918,CC(CCC1=CC=CC=C1)NC2=CC(=C(C(=C2)OC)OC)OC,47.3,moderate
742837,CCCN1CCC(CC1)NC2=CC(=CC(=C2)OC)OC,41.8,moderate
2987387,CC1=CC=CC=C1N2CCN(CC2)CC(=O)NC3=NC=CS3,44.2,moderate
2845805,C=CCOC1=CC=CC=C1CN2CCCCCC2,28.7,moderate
9585829,CC(C)(C)C1=CC=C(C=C1)/C=N/NC2=NN=CN2N,19,moderate
782136,COC1=CC=CC(=C1)N2CCN(CC2)CC3=CC=CO3,30.8,moderate
764708,C1CN(CCN1CC2=CC=CC=C2F)C3=NC=CC=N3,30.1,moderate
16433414,COC1=C(C2=C(C=C1)C(=O)N(C2=O)C3=NC(=NN3)SC)OC,37.2,moderate
5306162,COC1=CC=CC=C1OCC2=NNN=N2,18.9,moderate
1308956,CCOC1=CC=C(C=C1)NC(=O)C2=CC(=CC=C2)NC(=O)C3=CC=CC=C3,0.8,low
3095028,CCOC1=CC(=C(C=C1)NC(=S)NC(=O)C2=CN=CC=C2)[N+](=O)[O-],4.3,low
742521,CC(C)CC(=O)N1CCN(CC1)CC2=CC=C(C=C2)Cl,28.4,moderate
792793,C1CN(CCN1C/C=C/C2=CC=CC=C2)CC3=CC4=C(C=C3)OCO4,43,moderate
1315178,COC1=CC2=C(C=C1/C=C\3/C(=O)N(C(=O)S3)CC#C)OCO2,1.1,low
23724323,CC1=CN=C(S1)NC(=O)CN2CCCCC2.OCl(=O)(=O)=O,24.7,moderate
17065264,CC1=CC(=CC=C1)C(=O)OCCN2CCOCC2.Cl,42.9,moderate
776918,C1=CC=C(C(=C1)C#N)NC(=S)NC(=O)C2=CN=CC=C2,28.9,moderate
3220976,CC(=O)NC1CCN(CC1)CC(=O)NC2=NC=CS2,40.5,moderate
2881130,C1CN(CCN1CCCC2=CC=CC=C2)C(=O)CC3=CC=CC=C3.C(=O)(C(=O)O)O,61.9,high
6502072,C1=CC2=C(N=C1)N(C(=S)N2)C3=CC=C(C=C3)F,36.8,moderate
1402102,CC1=NC2=C(C(=N1)NC3=C(C=C(C=C3)OC)OC)OC4=CC=CC=C42,0.2,low
4737072,C1=CC2=C(C3=C(C=C2)C=CC(=N3)C=O)N=C1,31.2,moderate
1477595,C1=CC=C(C=C1)S(=O)(=O)C2=NC=C(C=C2)[N+](=O)[O-],39.6,moderate
1474457,CC1=NC2=C(C=NN2C(=C1C3=CC=C(C=C3)F)N)C4=CC=C(C=C4)F,0.2,low
21545164,C1=CC2=C(C3=C1C(=O)C=CN3)NC=CC2=O.Cl,34.6,moderate
2166253,CCCC1=CC(=C(C=C1)OCC2=CC=C(O2)C(=O)NCCC)OC,49.7,moderate
9655392,COC1=C(C=C(C=C1)/C=N/NC2=NS(=O)(=O)C3=CC=CC=C32)OC,16.2,moderate
9614697,C1=CC(=CC=C1/C=N/NC2=NN=C(C=C2)Cl)C(=O)O,26.9,moderate
135446758,CN(C)C1=CC=C(C=C1)/C=C/C2=NC3=CC=CC=C3C(=O)N2,0.6,low
2238371,C1CN(CC(=O)N1)C(=S)NC(=O)C2=CC=CC=C2[N+](=O)[O-],46.2,moderate
19686655,CC(=O)C1=CC(=CC=C1)NC(=S)N2CCC3=CC=CC=C32,3.1,low
4580516,CCC(=O)NC1=CC2=NN(N=C2C=C1C)C3=CC=C(C=C3)C,0.5,low
3223951,CCCNC(=S)N1CCCC(C1)C2=NC3=CC=CC=C3N2,13.4,moderate
1485484,CC1=CC(=NC2=C1C(=NN2C)NC(=O)C)C,28.8,moderate
2417140,C1=CC=C(C(=C1)C(=O)N2C(=O)C3=C(C2=O)C(=CC=C3)N)Cl,26.4,moderate
2521922,COCCN(CC1=CC=CC=C1)C(=S)NC2=CC=C(C=C2)Cl,8.6,low
2103651,CC1=CC(=C(N1C2=CC=C(C=C2)F)C)C(=O)COC(=O)C3CC3,12.9,moderate
2794916,C1CCC(CC1)N(C2=CC=CC=C2)C(=O)CCl,36.6,moderate
9610413,C1COC2=C(O1)C=CC(=C2)/C=N/NC3=NC4=CC=CC=C4C=C3,2.4,low
1277376,C1=CC=C(C=C1)C2=CC3=C(S2)N=CN=C3SCCC(=O)O,47.5,moderate
3762447,C1=CC=C(C=C1)C(=O)CC(C(=O)O)NC2=C(C=C(C=C2)Cl)Cl,50,moderate
915546,COC1=CC2=C(C=C1)NC3=C2N=CN(C3=O)CCCN4CCOCC4,51.4,moderate
7529952,C[C@@H](C(=O)OC)NC(=O)NCCC1=CCCCC1,38.1,moderate
6065751,C/C(=N\NC(=O)CNC(=O)CC1=CC=C(C=C1)Cl)/CC2=CC=CC=C2,3.9,low
3464469,C1CC(=C(C1)NNC(=O)C2=CC=CC=C2N)C(=O)C(F)(F)F,43.8,moderate
1894136,C1COCCN1CCCOC(=O)C2=CC(=C(C=C2)O)O,42.2,moderate
5711430,C1=CC=C(C(=C1)/C=N/NC(=O)CSC2=NC3=CC=CC=C3S2)C(=O)O,41.5,moderate
16410414,CC1=CC2=C(C=C1)OC(=N2)/N=C(\N)/NC(=O)C(C)(C)C,1.2,low
750480,C1=CC=C(C(=C1)N)N2C(=C(C3=NC4=CC=CC=C4N=C32)C#N)N,5.4,low
2812530,CCC1=CC2=NC(=CN2C=C1)C3=CC(=NO3)C4=CC=CC=C4,1.5,low
342633,CN(C1=C(C=C(C=C1)C(F)(F)F)[N+](=O)[O-])NC2C3=CC=CC=C3C(=O)O2,45.8,moderate
2726924,CC1=NC(=C(O1)C(F)(F)F)C(=O)NNC(=O)C2=CC(=CC=C2)Cl,52.2,moderate
578911,COC1=CC=C(C=C1)NS(=O)(=O)C2=CC=C(S2)C3=CC=CC=N3,0.8,low
1208324,COC1=CC=C(C=C1)N2C=C(C(=O)C3=C2C=C(C=C3)Cl)[N+](=O)[O-],0.7,low
1818683,CCCCOC1=CC=C(C=C1)N=CC2=CC=CN2,34.9,moderate
2959553,CC1CCN(CC1)CC(=O)NC2CCCCC2.Cl,37.4,moderate
2843451,CC1CN(CC(O1)C)CC(COC2=CC(=CC(=C2)C)C)O.Cl,49.5,moderate
4544980,COC1=C(C=C(C=C1)CCNCC2=CSC=C2)OC,37.1,moderate
776634,COC1=CC=CC=C1N2CCN(CC2)C(=S)NC3=CC=C(C=C3)F,4,low
764365,CC1=CC(=CC=C1)OCC2=NNC(=S)N2C3=CC=C(C=C3)OC,24.9,moderate
775984,CC(C)(C)C1=CC=C(C=C1)C2=NNC(=C2)C3=CC=CC=C3O,0.3,low
739815,CN1C(=C(C=N1)[N+](=O)[O-])C(=O)NC2=CC=CC=C2Cl,42.1,moderate
135464619,CC1=CC(=O)NC(=N1)N/N=C/C2=CC(=C(C=C2)OC)OC,43.2,moderate
721388,CC(=O)C1=CC(=CC=C1)NC(=O)CN2C(=O)C3=CC=CC=C3C2=O,13.9,moderate
3163695,CC1=CC2=C(C=C1)N=C(C(=O)N2)C3=CC=CC=C3NC(=O)CCC(=O)O,52.7,moderate
939768,C1=CC(=CC=C1NC(=O)C2=NNC(=O)C=C2)F,32.8,moderate
1587789,CC(C)(C)C1=CC=C(C=C1)/C=C(\C#N)/C(=O)NC2=CC=CC=N2,0.6,low
4906222,CC1=NC2=C(C=NN2C(=C1CC=C)N3CCOCC3)C4=CC=CC=C4,0.2,low
929876,COC1=CC=CC(=C1)C2=CSC(=N2)NC(=O)NC3=CC=CC=C3,0.2,low
2056445,CC(C)C1=CC=C(C=C1)OCCCN2CCCC2,28.8,moderate
2823045,CCCS(=O)(=O)C1=CN=C(N=C1N)C2COC3=CC=CC=C3O2,12.7,moderate
2789036,CCOC(=O)CSC1=NC(=C(N=N1)C2=CC=CC=C2)C3=CC=CC=C3,3.5,low
3091340,CC1=CC2=C(C=C1)NC(=C2N=NC3=CC=CC=C3C)O,1.2,low
185484,C1C2=CC=CC=C2C(=O)N(C1=O)C3=CC(=CC=C3)Cl,40.8,moderate
24761847,CN(C)CCN(C1=NC2=C(C=C(C=C2S1)F)F)C(=O)C3=CC4=CC=CC=C4C=C3.Cl,32.8,moderate
4305987,CC(=O)NC1=C2CSCC2=NN1C3=CC=C(C=C3)Cl,21.2,moderate
4051793,CC(=O)NC1=C2CS(=O)(=O)CC2=NN1C3=CC(=CC=C3)Cl,48.9,moderate
726753,CCOC(=O)C1=CSC(=N1)NC(=O)C2=CC=CS2,28.9,moderate
4054672,C1C2=C(N(N=C2CS1)C3=CC=CC=C3)NC(=O)CCCCl,41.1,moderate
8438774,CCCSC1=NN=C(S1)NC(=O)CCC2=CC=CC=C2,0.2,low
4523242,CC(C(=O)NC1=C2CSCC2=NN1C3=CC=CC=C3)Cl,46.2,moderate
7216353,CCN(CCO)C1=NC(=C2C=NN(C2=N1)C)NCC3=CC=CC=C3,6.6,low
