CID,SMILES,solubility_mean,solubility
4908880,COC1=CC2=C(C=C1)C=C(N2)C(=O)NCCCN3CCCC3=O,47.3,moderate
6880392,CN1C=CC=C1/C=N/NC(=O)C2=CC=CS2,29.4,moderate
24685808,CN(CC1=CC=CC=C1F)C(=O)C2=C(C=CS2)C3=CC=CC=C3,14,moderate
24684626,C1CC1(C2=CC=CC=C2)C(=O)NCCC3=CC=C(C=C3)Cl,35.4,moderate
17583672,C1=CC=C2C(=C1)C(=CN2)C(=O)NS(=O)(=O)NC3=CC=CC=N3,47.4,moderate
7693466,CC1=C(SC=C1)C(=O)N[C@@H](C)C2=NN=C3N2C=CC=C3,43,moderate
917453,CC(C)(C)C1=NN(C(=C1[N+](=O)[O-])C(=O)NC2CCCCC2)C,0.3,low
7708268,C1=CC=C(C=C1)S(=O)(=O)NC2=CC(=CC=C2)N3C=NN=N3,31.2,moderate
7708707,C1=CC=C(C(=C1)F)S(=O)(=O)NC2=CC(=CC=C2)N3C=NN=N3,47.4,moderate
7554104,C[C@H](C(=O)NC1CCCC1)NC(=O)[C@@H]2CC3=CC=CC=C3CN2,47.3,moderate
3769094,C1CCN(CC1)C(=O)C2CCCN(C2)C(=O)C3=CC(=CC=C3)F,47.8,moderate
3791194,C1CCN(CC1)C(=O)C2CCCN(C2)C(=O)C3=CC=C(C=C3)F,47.8,moderate
16187247,CN(CC1=C(NN=C1)C2=CC(=C(C(=C2)OC)OC)OC)C3CCOC3,51.5,moderate
3164943,CC1=C(C=NN1C)C2=NC3=CC=CC=C3C(=C2)C(=O)O,36.2,moderate
3022182,CC1=C(C2=C(C=C1)N=CC=C2)N,23.7,moderate
4253388,CCC1=NC2=CC3=C(C=C2S1)N=C(S3)CC,0.6,low
16187929,C(CCC1=NN=C(O1)SCC(=O)N)CCN.Cl,42.1,moderate
2836058,CC1=C(N=C(S1)N)C23CC4CC(C2)CC(C4)C3,3.3,low
4918847,CC1=CC2=C(C=C1)NC(=O)C2(CC(=O)C3=CC(=CC=C3)N4C=CC=C4)O,7.2,low
16188647,CN1C=C(C=N1)CN(C)CC2=NC(=NO2)C3=CC=C(C=C3)Cl,43.8,moderate
16188777,CCN(CC1=CN(N=C1)C)CC2=NC(=NO2)CC3=CC=CC=C3Cl,51.9,moderate
1509168,CC1=CC(=CC=C1)CN2C(=C(C(=N2)C)NC(=O)C3=CC=C(C=C3)F)C,38.5,moderate
1505706,CCN1C2=C(C(=NC(=N2)C3=CC=CC=C3)N(CC)CC)SC1=S,0.2,low
1508884,CC1=CC(=NN1CC(=O)NC2=NC3=CC=CC=C3S2)[N+](=O)[O-],18.4,moderate
16189187,C1CCN(CC1)C2=NC3=NON=C3N=C2N4CCNC(=O)C4,45.2,moderate
794671,CN1C(=C(C(=O)N(C1=O)C)[N+](=O)[O-])/C=C/N(C)C2=CC=CC=C2,4.9,low
1851818,CC1=CC(=NO1)C2=NN=C(O2)SCC(=O)NC3=CC=CC=N3,36.7,moderate
883059,CC1=CC=C(C=C1)CSCC(=O)NC2=CC=CC=C2F,27.6,moderate
2899728,CC(C(=O)NC1=CC=C(C=C1)F)SCC2=CC=CC=C2,43.4,moderate
2881454,CC1=C(C(C(=C(N1)SC)C#N)C2=CC=NC=C2)C(=O)NC3=CC=CC=C3,52.5,moderate
975784,COC1=C(C(=C(C=C1)S(=O)(=O)NC2=CN=CC=C2)Cl)Cl,21.5,moderate
4972012,CN1C2=C(C=C(C=C2)[N+](=O)[O-])N=C1CCNC(=O)C3CCCCC3,44,moderate
851216,CC1=CC2=C(C=C1)OC(=O)N2CCOC3=CC=CC=C3C,0.6,low
961104,CCOC(=O)C1=C(N=CN1)C(=O)NC2=CC=CC=C2OC,10.3,moderate
3229111,C1CCC(CC1)N2C(=NN=N2)C(C3=CN=CC=C3)N4CCCCC4,31.5,moderate
951799,CCOC(=O)CN1C=C(C2=CC=CC=C21)C#N,34.2,moderate
698727,C1CCC2=C(C1)C(=NC(=N2)C3=CC=CC=C3)SCC(=O)N,0.5,low
16189854,CC(C)N1CCN(CC1CCO)CC2=CC=CC3=NON=C32,42.2,moderate
16189873,CCN1C=C(C=N1)CN2CCN(C(C2)CCO)CC3=CSC=C3,41.9,moderate
16189901,CC(C)OC1=CC=CC(=C1)C(=O)C2CCCN(C2)C(=O)C3=COC=C3,32.3,moderate
16190909,C1CN(CCC1(CCC2=CC=CC=C2)CO)C(=O)C3=COC=C3,46,moderate
1971814,C1=CC=C(C(=C1)C2=NC3=C(O2)C=CC=N3)F,31,moderate
3143281,C=CCC1CC2=C(C=CC=C2[N+](=O)[O-])C(N1)CC=C,30.5,moderate
3132709,CC1=CC(=CC=C1)NC(=O)C2=C(N(N=C2C)C3=CC=CC=C3)Cl,12,moderate
2837028,CC(C1=CC=CC=C1)NC(=O)C2=CC=C(O2)Br,35.8,moderate
2921913,CC1=C(C=C(C=C1)NC(=O)C2CC(=O)N(C2)C(C)C)Cl,44.2,moderate
3227346,CC1=NC2=NC=NN2C(=C1)N3CCCC(C3)C(=O)NC4=CC=C(C=C4)OC,46.5,moderate
3155314,CCC1=NC2=CC=CC=C2N1CCOCC,32.7,moderate
977067,CC(=O)C1=CC=C(C=C1)NC(=O)C2=NSN=C2,29.1,moderate
690117,CSC1=CC(=C(C=C1)Cl)C(=O)NC2=NC=C(C=C2)Cl,0.5,low
3231354,CC1=CC=CC=C1NC(=O)C(C(C)C)NC2CCCCC2,6.7,low
135455164,CC(=O)N1C(SC(=NC2=CC=CC=C2)N1)(C)C,37.4,moderate
671084,CCN(CC)C(=O)C1=C(C(=C(S1)N)C(=O)OCC)C,42.7,moderate
757316,CC(=C)C1=CC(=CC=C1)C(C)(C)NC(=O)NCC2=CC=NC=C2,46.4,moderate
2299844,C1=CC=C(C=C1)CCCNC(=O)CC2=CC=CS2,38.9,moderate
1830297,C1=CC(=C(C=C1Cl)Cl)OCCCC(=O)NCC2=CC=NC=C2,43.6,moderate
776012,C1=CC=C2C(=C1)N=C(O2)C3=CC(=CC=C3)NC(=O)C4=CN=CC=C4,0.3,low
1973120,C1COCCN1C(=O)NCCCC2=CC=CC=C2,37.2,moderate
3503097,CC1CC(NC(=S)N1CCC(=O)N2CCC3=CC=CC=C3C2)(C)C,38.8,moderate
4043316,C1CC2=C(C(CC(=O)N2C3=C(C=C(C=C3)F)F)C4=CC=CC=C4)C(=O)C1,45.8,moderate
5057434,C1=CC(=CC(=C1)Cl)CSCCC(=O)NCC2=CC=CS2,24,moderate
766172,C1=COC(=C1)/C=C(\C#N)/C(=O)NN2C=NN=C2,26.1,moderate
3135471,C1=CC=C(C=C1)CNC(=S)NNC(=O)C2=CC(=CC=C2)[N+](=O)[O-],27.6,moderate
4405130,C1CC(=O)N(C1)CN(C2=CC=CC=C2)C(=O)C3=CC=CC=C3,44.2,moderate
7109257,CCN(CC)C(=S)NC1=CC=C(C=C1)OC(F)F,40.3,moderate
4226990,C1=CC(=CC(=C1)Cl)C(=O)NC2=NN=C(O2)C3=CN=CC=C3,37.8,moderate
16194954,CCOC1=CC=CC=C1NC(=O)C2=C(C3=CC=CC=C3O2)NC(=O)C4CCCO4,0.4,low
3290886,CC(=O)NC1=CC2=C(C=C1)SC=C2,27.9,moderate
3845244,CCNC(=S)NC1=CC2=C(C=C1)N=CO2,33.2,moderate
4994562,C1CCN(CC1)CC2=NNC(=S)N2C3=CC=C(C=C3)Cl,40.9,moderate
2553582,C1CCN(C1)CC(=O)NCC(=O)NC2=CC=C(C=C2)F,41.9,moderate
2304945,C1=CC=C(C=C1)C(=NC2=CC=C(C=C2)Cl)N,34.6,moderate
737890,C1=CC(=CC=C1N2C=CNC2=S)Cl,29.2,moderate
2111905,C1CC(=O)N(C1)CCCNC(=O)C2=CC(=C(C=C2)Cl)Cl,45.9,moderate
2088350,COCCNC(=O)CSC1=NC=NC2=C1C=C(S2)C3=CC=CC=C3,1,low
2548580,C1=CC=C(C=C1)OCC(=O)NCC(=O)NCCC2=CC=CC=N2,47,moderate
2534221,C1COCCN1C2=CC=C(C=C2)NC(=O)C3=C(C=CC=C3Cl)F,21.3,moderate
2086380,CC(C)(C)NC(=O)NC(=O)CN1CCC2=CC=CC=C21,27.5,moderate
4879395,CC1CCN(CC1)CC(=O)NC2=C(C=C(C=C2)Cl)[N+](=O)[O-],0.9,low
4879964,C1=CNC(=O)C(=C1)C(=O)OCC(=O)NCCC2=CC=C(C=C2)F,44.6,moderate
114285,CC1=CC2=C(C=C1OC)SC(=N2)C,4.8,low
135519978,C/C(=N\NC1=CC=CC(=C1)C(F)(F)F)/C2=CC=C(C=C2)O,2.3,low
9629901,C1=CC(=CC(=C1)N/N=C/C2=CC=C(C=C2)C(=O)O)C(F)(F)F,8.1,low
2463394,C1CC1C(=O)C2=NN=C(O2)C3=CC=CC=C3,22.2,moderate
4883786,CC1=CC(=CC=C1)C(=O)NCC(C2=CC=CO2)N(C)C,36.9,moderate
2085604,CCC1=NN=C(S1)NC(=O)C2=CN=C(C=C2)Cl,34.6,moderate
2084331,CC1=CSC(=N1)NC(=O)CC2=CC(=C(C(=C2)OC)OC)OC,42.9,moderate
2397339,C1=CC=C(C(=C1)CSC2=C(C=CC=N2)C(=O)O)C(=O)O,43.4,moderate
748751,COC1=CC=C(C=C1)CNC(=O)COC2=CC=C(C=C2)OC,35.8,moderate
703911,C1CN(CCN1CC2=CC=CC=C2)C(=O)C3=CC(=CC=C3)[N+](=O)[O-],48.8,moderate
2741039,C1=CC(=CC(=C1)C(F)(F)F)C2=CC=NC3=C(C=NN23)C(=S)N,0.4,low
2818791,CC1=NN(C(=C1)NC(=O)NC2=CC=CC=C2)C(C)(C)C,4.7,low
858934,CCSC1=NC(=NC2=C1C(=C(S2)C)C)C,0.3,low
2393080,COCCNC(=S)NC1=CC2=C(C=C1)NC(=O)N2,39.9,moderate
958638,CC1=CC(=C(C=C1)O)NC(=S)NC(=O)C(C)C,37.8,moderate
751307,CC1=CC(=C(C=C1)C)CN2C3=CC=CC=C3N=C2CCNC(=O)C,48.2,moderate
2235536,CC(=O)NC(=S)NC1=CC=CC=C1F,31.8,moderate
2981348,CC1=C(C(=NN1C(C)C(=O)NC2=CC3=C(C=C2)OCO3)C)[N+](=O)[O-],44.3,moderate
1258199,CC1=C(C(=NN1CC(=O)NCC2=CC=CC=N2)C)[N+](=O)[O-],42.6,moderate
16190112,CC1=NC=C(S1)CN2CCCC(C2)C(=O)C3=CC=CC=C3OC,49.6,moderate
16190697,CC(C)N1C=C(C=N1)CN2CCCC(C2)(CC3=CC(=CC=C3)Cl)CO,48.8,moderate
774918,CCC(=O)NC1=CC2=C(C=C1)OC(=N2)C3=CN=CC=C3,38.4,moderate
771647,CCOC1=CC=C(C=C1)NC(=S)N(C)C,33.6,moderate
135441056,CC1=CC(=O)NC(=N1)SCC(=O)NC2=CC=CC=C2[N+](=O)[O-],48,moderate
775717,C1CCC2=NC3=CC=CC=C3C(=C2C1)C(=O)NC4=CC=CC=C4,0.5,low
764353,C1CN(CCN1CC2=CC=CC=C2)C(=S)NC3=CC=CC=C3,46.7,moderate
752256,CC1=CC=C(C=C1)CN2C3=CC=CC=C3OC2=O,1,low
1448780,C1CN(CCN1C2=CC(=CC=C2)Cl)C3=NN=NN3C4=CC=CC=C4,2.7,low
705849,C1CN(CCN1C2=CC=CC=C2F)C3=NN=NN3C4=CC=CC=C4,27.6,moderate
1448062,CCOC(=O)C1=C(C2=C(N1C)C=C(S2)C)C=O,1.5,low
676462,CCC1=C(N=C(N=C1Cl)N)C,24.1,moderate
1084412,C1=COC(=C1)CNC(=O)C2=CC=C(O2)C3=CC=C(C=C3)Cl,1.2,low
2876757,CC(C)C1=NC2=CC=CC=C2N1CC(COC3CCCCC3)O,47.5,moderate
1448756,C1CN(CCN1C2=CC=C(C=C2)F)C3=NN=NN3C4=CC=CC=C4,27,moderate
16193053,C1=CC(=CC=C1N2N=C(C(=NCC3=CC=NC=C3)N2O)[N+](=O)[O-])Cl,33.9,moderate
4610977,CN(C1CCCCC1)C(=S)NC2=C(SC=C2)C(=O)OC,0.4,low
16194066,CC1CC(CN(C1)C(=O)C(CC2=CC=CC=C2)N3C=CC=C3)C,4.4,low
16194131,C1CCN(CC1)C2=CC=CC=C2NC3=NC4=CC=CC=C4N5C3=NN=C5,0.1,low
2151185,COC1=C2C(=CC=C1)SC(=NC(=O)C3=CC=CS3)N2CC=C,0.4,low
7217794,CC1=CC(=CC=C1)C(=O)NC2=CC=CC(=C2)C3=NN4C=NN=C4C=C3,2.3,low
16194754,CN(C)CCCN(C1=NC2=C(S1)C=C(C=C2)F)C(=O)C3=CC=CO3.Cl,55,moderate
7196408,CN1C=C(C(=O)N(C1=O)C)S(=O)(=O)NCCC2=CC=CC=C2,48.5,moderate
967316,CCOC(=O)C1=C(N(C2=C1C=C(C=C2)OC)C(C)C)C,15.1,moderate
12208847,C1=CC=C(C=C1)S(=O)(=O)[NH-].[Na+],26.9,moderate
738098,C1=CC(=CC=C1C2=NC3=C(O2)C=CC(=C3)[N+](=O)[O-])N,1.1,low
3155294,COC1=C(C=C2C(=C1)C(=C(N2)Cl)[N+](=O)[O-])OC,38.5,moderate
975449,COC(=O)CSC1=C(C2=CC=CC=C2N1)[N+](=O)[O-],39.9,moderate
808394,C1C2=C(C=C(C=C2)NC(=O)NC3=CC(=CC=C3)F)C(=O)O1,0.3,low
4144890,CC1=NN=C(S1)SC2=NC3=CC=CC=C3C(=C2)C(=O)NCCOC,54.1,moderate
345643,CC1=CNC(=O)C(=C1)[N+](=O)[O-],23.1,moderate
16195528,C1=CC(=CC(=C1)O)C2=CC(=NO2)C(=O)NCCCN3C=CN=C3,39.6,moderate
4572191,CC1CCCCN1C(=O)CCN2C3=CC=CC=C3OC2=S,43.9,moderate
5150720,C1CC1C2=NC(=S)NN2C3=CC=CC=C3,24.4,moderate
9632285,CC1=C(SC2=C1C(=O)N(C(=N2)C)/N=C/N(C)C)C,39.7,moderate
8796,C1=CC(=CC=C1NC(=O)N)Cl,25.6,moderate
2583326,C1=CC=C(C(=C1)CC(=O)NC2=NC3=CC=CC=C3N2)Cl,2.6,low
2303764,CC1=CC(=C(C=C1Cl)Cl)C(=O)NN,28.6,moderate
135508316,CCCCN1CC(=C(C1=N)C2=NC(=CS2)C3=CC=C(C=C3)Br)O,0.3,low
3330477,CC1=CC2=C(C=C1)C=C(C(=O)N2)CN(C3=CC=C(C=C3)OC)C(=O)C4CCCO4,10.1,moderate
4314943,C1CCC(C(C1)C(=O)NC(C2=CC=CC=C2)C3=CC=CC=C3)C(=O)O,48.8,moderate
2012215,C1=CC=C(C(=C1)N/C=C/C(=O)C2=CC=CO2)O,5.5,low
135128,CC1=NC(=C(C=C1)O)CO,20.9,moderate
2856612,CC(=O)NC(CC(=O)O)C1=CC=C(C=C1)[N+](=O)[O-],37.8,moderate
5170190,COC1=CC=C(C=C1)C2CC(=NN2S(=O)(=O)C)C3=CC=CS3,0.4,low
5350800,C1CN(CCN1C2C3=CC=CC=C3C4=CC=CC=C24)/N=C/C5=CC(=CC=C5)O,1.3,low
135470813,COC1=C(C=CC(=C1)/C=N/N2C(=NNC2=S)C3=CC=CC=C3)O,6.3,low
4983517,CC1=CC(=C(C=C1)C)N2C(=O)CCC(=N2)C(=O)O,36.9,moderate
948317,CC(C)CC1=NC2=C(C3=C(S2)COC(C3)(C)C)C(=O)N1N,11.5,moderate
5210678,CCCSC1=NC2=C(C3=C(S2)COC(C3)(C)C)C(=O)N1CC,0.4,low
135446754,CCCN1C2=C(C=C(C=C2)C)/C(=C\C3=NC4=CC=CC=C4C(=O)N3)/C1=O,0.2,low
3717589,CCCCCOC1=CC=CC=C1C(=O)NCCCCCC(=O)O,48.2,moderate
2065030,C1=CC=C(C=C1)C2=NC3=CC=CC=C3N=C2C4=CC=CC=C4O,25.1,moderate
1224166,CC1=C(C2=C(N1C3=CC=C(C=C3)OC)C4=CC=CC=C4C(=C2)OC)C(=O)O,0.8,low
4262785,CC1CCCCN1C2=NC(=NC(=C2)C)C3=CC=CC=C3O,0.5,low
2118092,CC(=O)NC1=CC=C(C=C1)C2=NN(C(=C2)N)C3=CC=CC=C3,34.4,moderate
5100134,CCN1C2=C(C=C(C=C2)Br)C(=C1O)N=NC(=O)C3=CN=CC=C3,1,low
12546860,CC1=C(C(=CC=C1)C)NC(=O)CN.Cl,32.2,moderate
574865,C1COCCN1CCSC2=NC(=C(C(=O)N2)C3=CC=CC=C3)O,44.2,moderate
1236939,CCN(C1=CC=CC2=CC=CC=C21)S(=O)(=O)C3=CN=C(C=C3)Cl,7.9,low
6409200,C1=CC=C(C(=C1)CSC2=NC3=C(C4=CC=CC=C4N3)N=N2)C(=O)O,44.8,moderate
2303676,C1=CC=C2C(=C1)C=C(O2)C3=CSC(=N3)N,3.3,low
6861433,C1=CC(=CC(=C1)/C=N/NC(=S)N)/C=N/NC(=S)N,4.1,low
766854,CC1=CC2=C(C=C1)NC(=C2N=NC(=S)N)O,2.9,low
1580737,C1CC2=C(C1)SC3=C2C(=O)NC(=N3)SCC(=O)NCCO,48.8,moderate
1576276,C1=CC=C(C=C1)C2=NNC(=C2)C(=O)NNC(=O)/C=C\C(=O)O,22.7,moderate
135506051,COC1=CC=C(C=C1)/C=N/NC2=NN=C(C(=O)N2)CC3=CC=CC=C3,0.1,low
707944,C1=CC=C(C=C1)C2=CC=NC3=NC(=NN23)NC(=O)CCC(=O)O,46.7,moderate
9677129,CC1CCCC(N1/N=C/C2=CC=C(C=C2)C(=O)O)C,32.1,moderate
2341508,C1CCCC(CC1)NC(=O)CSC2=CC=CC=C2C(=O)O,46.1,moderate
3664893,C1=CC(=CC=C1C(=O)CC2C(=O)NC(=S)N2)Cl,3.2,low
917055,CN1C=CC=C1/C=C\2/C(=O)NC(=O)N(C2=O)CC3=CC=C(C=C3)F,5.4,low
3735316,C1=C(C2=C(C(=N1)[N+](=O)[O-])NC(=O)N2)Br,38.9,moderate
1510958,CC1=CC(=CC=C1)CN2C(=CC(=N2)C)NC(=O)C3=CC(=CC=C3)F,10.5,moderate
1519992,CC(=O)C1=CC=C(C=C1)OC2=NC3=C(N2C)C(=O)N(C(=O)N3C)C,9.1,low
7162123,CC1=CC(=CC=C1)N2C3=C(C(=O)N(C=N3)CC4=CC=CC=N4)N=N2,7.8,low
4167318,C1=CC=C2C(=C1)C(=O)N(C(=S)N2)CC3=CC=C(C=C3)C(=O)NCC4=CC=CO4,0.4,low
1082885,CC1=CC=C(C=C1)CSCC(=O)NCC2=CC=CO2,36.8,moderate
4522345,CC1=C(C=C(C=C1)Cl)NC(=S)NCCCSC2CCCCC2,2.5,low
3301209,CCCCSCCCNC(=O)NC1=CC=C(C=C1)CC,3.6,low
4047192,CC1=CC(=CC(=C1)N2C(=CC(NC2=S)(C)C)C)C,8.7,low
2329528,C1=CC=C2C(=C1)C(=C(S2)C=NC3=CC(=CC=C3)[N+](=O)[O-])O,0.3,low
5346375,CC1=CC(=C(N1C2CCCCC2)C)/C=N/NC(=O)N,39.4,moderate
730227,CC1=CC=C(C=C1)NC2=C(C(=C(C(=N2)N)C#N)CC#N)C#N,1.6,low
1968978,COC1=CC2=C(C=C1)NC=C2CCNC(=S)NC3CCCC3,43.6,moderate
1242129,COC1=CC=C(C=C1)C(=O)NCC(=O)OCC2=CC=CC=C2F,47.6,moderate
2969464,CC12CCC3C1(CN(C2(C3)C#N)NC(=O)C4=CC=C(C=C4)Cl)C,34.3,moderate
2222388,C1CCC(=CC1)CCNC(=O)C(=O)NCCC2=CC=C(C=C2)Cl,0.4,low
1263646,CC1=CC2=NC3=C(CCN3C4=CC=CC=C4)C=C2C=C1,0.3,low
1247827,CC(C)NC(=O)C1=CC=CC=C1NC(=O)CC2=CC=C(C=C2)[N+](=O)[O-],19.1,moderate
934644,CNC(=O)C1=CC2=C(C=CC(=C2)CC3=CC=CC=C3Cl)OC1=O,0.7,low
2221749,CCOC1=CC=CC=C1NC(=O)CNC(=O)CC2=CC=CC=C2,46.8,moderate
1249366,CCC1=C(N=C(N=C1N2C(=N2)SCC(=O)OC)N)C,40.8,moderate
135401632,CCOC1=CC=CC=C1C2=NC3=C(C(=O)N2)N(N=C3C(C)(C)C)C,0.2,low
5344846,C1CCN(C1)C2=C(C=C(C=C2)[N+](=O)[O-])/C=N/NC(=O)CC#N,3.4,low
9556828,CCN(CC)C1=CC=C(C=C1)/C=N/NC(=O)CC(C)C,37.6,moderate
9567958,CC1=CC(=NC(=N1)/N=C(\N)/N2CCC3=CC=CC=C32)C,37.1,moderate
1477845,C1=CC(=CC(=C1)N)C2=CN3C=CC=NC3=N2,25.9,moderate
16193425,C1CCCN(CC1)C2=C(C=C(C=C2)C(=O)NN)[N+](=O)[O-],41.7,moderate
717001,CC1=C(NC2=C1C=C(C=C2)C(=O)N3CCCCC3)C,38.5,moderate
2731884,C1C(=O)N(C(S1)C2=CN=CC=C2)C3=CC=C(C=C3)Cl,43.6,moderate
3424689,CCN1C=C(C2=CC=CC=C21)C3=NC(CO3)CCSC,34,moderate
3115297,CN\1C=CC=C/C1=C\2/C(=O)N(C(=S)S2)N,30.7,moderate
4411961,CC1CCCCN1CCN2C(=O)C3=CC4=C(C=C3NC2=S)OCO4,52.1,moderate
16194259,CCC(=O)NNC1=C2C=NN(C2=NC=N1)C,27.1,moderate
4087957,CCNC(=S)N1CCN2C=CC=C2C1C3=CN=CC=C3,41,moderate
15998262,CC1=CC(=C(C=C1)OC)NC2=C(C=C(C=C2)C(=O)O)[N+](=O)[O-],44.3,moderate
5048736,CC1=CC(=CC(=C1)N2C(=NC3=C2C=CC(=C3)C(=O)O)C)C,35,moderate
16194845,CC1=CC(=CC=C1)N2CC([N+]3=C2CCCCC3)(C4=CC=CS4)O.[Br-],61.1,high
16194847,C1=CC=NC(=C1)CSC2=NN=C(C=C2)C3=CC(=CC=C3)[N+](=O)[O-],2.2,low
16194881,CC(C)C(=O)NC1=NN=C(S1)SCC(=O)NCC2CCCO2,51.7,moderate
4572321,CCN1CCC2=C(C1=O)C=CC=C2OCC(=O)NC3=CC=CC(=C3)C,50.8,moderate
3134434,C1=CC(=CC=C1NC2=NC(=NC(=N2)NCCO)Cl)[N+](=O)[O-],2.6,low
1481981,CC1=C(C=CC=C1[N+](=O)[O-])N2C=CC=C2C=O,34.5,moderate
3845234,C1=CC=C(C=C1)NC(=O)NC2=CC3=C(C=C2)N=CO3,27.5,moderate
5707302,CN(C)/C=C/C(=O)C1=C(C=C(C=C1)C(F)(F)F)F,35,moderate
3748085,CC1=C(SC(=N1)C2=CC=CC=N2)C(=O)NC,35,moderate
3794164,C1=CC=C(C(=C1)CNC2=CC=CC=C2[N+](=O)[O-])Cl,0.3,low
9624827,CC1=CC(=C(C=C1Cl)F)C(=O)C2=CN=C(S2)/N=C/N(C)C,13.6,moderate
3773633,CC1(C(=O)NC2=CC=CC=C2O1)C(=O)NCC3=CC=C(C=C3)F,47.1,moderate
535975,CC1=NC(=C(N1)[N+](=O)[O-])SCC(=O)N,32.4,moderate
1478187,C#CCN1CCN(CC1)C2=CC=CC(=C2)C(F)(F)F,9.8,low
3843972,CC1=CC=C(C=C1)N2C(=NN(C2=O)CC#N)C,34.2,moderate
5204874,C1=CN(C=C1)C2=CC=C(C=C2)C3=NC(=NC=C3)N,0.1,low
6906781,COC1=CC=C(C=C1)NC(=O)COC2=C(C=C(C=C2)/C=N/O)OC,49.6,moderate
1536661,CC1=NC2=C(C=CS2)C(=N1)SCC3=CC=CC=C3,0.3,low
2468821,COC1=CC=CC=C1OC2=C3C=CSC3=NC=N2,38.7,moderate
2545817,COC1=C(C=C(C=C1)NC(=O)CN2CCC3=CC=CC=C3C2)OC,49,moderate
722242,C1CCCN(CC1)CC(=O)NC2=C(C=CC(=C2)C(F)(F)F)Cl,0.4,low
2540124,CC(C)C(=O)NC1=CC=CC=C1CC2=CC=CC=C2,10.7,moderate
3525885,CC(C)C(C)NC(=O)COC1=CC=C(C=C1)OCC2=CC=CC=C2,1.9,low
2346919,CCC1=C(C(=CC=C1)CC)N2C(=NNC2=S)C3=CN=CC=C3,41.3,moderate
4020555,CC1CCCCC1NC(=S)NC2=C(C=C(C=C2)Cl)Cl,1,low
5868191,CC(C)C(C(=O)NC(=O)N)OC(=O)/C=C/C1=CC2=C(C=C1)OCO2,6.6,low
2530160,C1CCC(C1)NC(=O)CC2=CC=C(C=C2)C3=CC=CC=C3,0.6,low
2362869,C1=CC(=C(N=C1)Cl)C(=O)OCC(=O)NCC2=CC=CO2,44.2,moderate
2087749,COC1=C(C=C(C=C1)[N+](=O)[O-])NC(=O)COC(=O)C2=CC=CC=N2,20.9,moderate
5198713,CN1C(=NN=C1SCC(=O)N(C)C2CCS(=O)(=O)C2)C3=CC=CC=C3,49,moderate
2086142,C1CC1C(=O)OCC(=O)NC2=CC3=C(C=C2)OCO3,39.5,moderate
2087588,CC(C)(C)NC(=O)CSC1=NNC(=N1)C2=C(C=CC(=C2)Cl)OC,35,moderate
2087469,CCC(=O)OCC(=O)NC1=C(C=CC(=C1)[N+](=O)[O-])OC,40.9,moderate
2087587,CNC(=O)CSC1=NNC(=N1)C2=C(C=CC(=C2)Cl)OC,29.9,moderate
2384336,CC1=CC=C(C=C1)C2=C(N=C(S2)C3=CN=CC=C3)CC(=O)O,46.6,moderate
2427403,C1CC1C(=O)NC2=NNC(=N2)C(F)(F)F,23.1,moderate
2444866,C1=CC2=C(C=C1NS(=O)(=O)C3=CC=C(S3)Cl)NN=C2,27.7,moderate
4877776,CC1C2=CC=CN2CCN1S(=O)(=O)C3=CC=CC=C3C(=O)OC,43.2,moderate
9651203,C/C(=N\NC(=S)NCC1=CC=CC=C1)/C2=CC=CC=C2OC,5.2,low
2084812,COC1=C(C=C(C=C1)C(=O)NC2CCCCCC2)S(=O)(=O)N3CCCC3,6,low
2529626,CC1=CC(=C(O1)C)C(=O)NNC(=O)C2CCCC2,25.6,moderate
6323881,CCN\1C(=O)/C(=C\N(C)C)/S/C1=N\S(=O)(=O)C2=CC=CC=C2,49.3,moderate
2448376,C1=CC=C2C=C(C=CC2=C1)S(=O)(=O)NC3=C(C=NC=C3)Cl,42.3,moderate
4968817,CC(=O)C(CC1=CC=CC=C1)NC(=O)CN2CCC3=CC=CC=C3C2,50.5,moderate
2118416,COC1=C(C=C(C=C1)CC(=O)NC2=CC=CC3=C2C=CC=N3)OC,48.4,moderate
135400404,C1=CC=C2C(=C1)C(=CN2)/C=N/NC(=S)N,32.7,moderate
16188375,CC(C)CCN1CCN(CC1CCO)CC2=CC=C(C=C2)C(F)(F)F,53.8,moderate
2396440,CC1=CC(=CC=C1)NS(=O)(=O)C2=CC3=C(C=C2)NC(=O)C=C3C(=O)O,48.2,moderate
2393126,CC(C)NC(=S)NC1=CC2=C(C=C1)NC(=O)N2,37.5,moderate
2340373,C1=CC(=CC(=C1)NC(=O)CSC2=NNC(=O)NC2=O)C#N,45.5,moderate
2236832,CC1=CC=CC=C1C(=O)NCC(=O)NC2=CC=CC=C2C(F)(F)F,50.4,moderate
721643,CC1=CC(=NC2=C(C(=O)NN12)Br)C3=CC=CC=C3,45.6,moderate
2233747,CC(=O)NC1=CC=C(C=C1)C(=O)OCC2=CC=CC=C2Br,0.7,low
2984050,CC(C)NCC1=C(C=CC(=C1)Br)OCC2=CC=CC=C2.Cl,55.6,moderate
2235236,C1=CC=C(C=C1)CCNC(=S)NC2=CC3=CC=CC=C3N=C2,3.6,low
2233891,CCCCOC1=CC=C(C=C1)C(=O)NC2=CC3=C(C=C2)OCO3,0.7,low
2980862,CCOC(=O)CNC(=O)N1C2=CC=CC=C2SC3=CC=CC=C31,49.3,moderate
